world,-105,62,723
world,-47,62,682
world,-93,60,705
world,-19,62,770
world,-31,62,661
world,-23,62,672
world,-64,62,703
world,-71,62,638
world,-50,63,659
world,-48,62,714
world,-73,62,670
world,-66,62,735
world,-116,51,736
world,-288,62,787
world,-113,63,668
world,-18,62,706
world,-55,62,769
world,-85,59,696
world,-94,62,660
world,-87,62,725
world,-45,62,618
world,-38,62,748
world,-74,61,813
world,-62,62,639
world,-63,66,668
world,-60,61,694
world,-61,64,723
world,-27,62,759
world,-121,62,746
world,-93,63,702
world,-68,63,648
world,-63,62,671
world,-123,52,737
world,-52,62,673
world,-74,62,694
world,-36,62,684
world,-53,62,705
world_nether,-38,79,-151
world,13,62,902
world,-39,93,-318
world_nether,-7,69,96
world_nether,-38,80,-47
world,-39,63,661
world,-76,62,726
world,-71,67,668
world,-12,61,708
world,-54,62,737
world,-98,61,674
world,-43,62,739
world,-74,72,688
world,-92,60,697
world,-97,62,716
world,-89,55,713
world,-65,62,727
world,-74,66,691
world,-51,62,641
world,-35,62,652
world,-30,62,782
world,-99,62,748
world,-71,63,704
world,-53,62,689
world,-76,62,710
world,-71,67,652
world,-36,62,668
world,-125,101,740
world,-26,62,679
world,-110,62,731
world,-78,62,742
world,-37,62,700
world,-54,62,721
world,-122,64,685
world,-38,62,732
world,-91,63,654
world,-18,62,690
world,-146,63,698
world_nether,-16,67,119
world,-69,63,656
world,-21,62,713
world,-46,60,703
world,-231,19,1041
world,-74,66,675
world,-65,62,711
world,-61,62,776
world,-52,62,657
world,-111,64,686
world,178,55,-501
world,-75,61,636
world,-35,62,636
world,-22,62,777
world,-114,63,676
world,-67,62,743
world,-74,62,678
world,-92,63,678
world,-86,62,701
world,-79,62,766
world,-59,62,712
world,-42,62,691
world,-89,61,691
world,-90,66,762
world,-60,62,744
world,-97,62,700
world,20,10,649
world,-119,38,738
world,-43,62,723
world,-84,66,666
world,-75,62,702
world,-109,62,723
world,-64,65,667
world,-103,61,746
world,-24,62,736
world,-33,62,757
world,-52,60,726
world,-57,62,648
world,-121,64,677
world,-77,62,734
world,-41,62,659
world,-34,62,789
world,-75,65,666
world,-69,55,731
world,-58,62,680
world,-28,62,638
world,-112,63,676
world,-72,62,678
world,-65,62,743
world,-52,62,689
world,-74,62,710
world,-67,62,775
world,-69,67,652
world,-35,62,668
world,-123,101,740
world,-108,62,731
world,-17,62,658
world,157,44,-180
world_nether,-25,58,112
world,-74,71,671
world,-77,61,700
world,-36,62,700
world,-27,63,656
world,-53,62,721
world,-59,62,744
world,-95,62,700
world,-92,73,671
world,-88,62,765
world,-42,62,723
world,-87,58,694
world,-14,62,692
world,-45,60,703
world,-92,67,674
world,-60,62,776
world,-66,61,701
world,-51,62,657
world,-21,62,745
world,-34,62,636
world,-40,62,659
world,-33,62,789
world,-57,62,680
world,-125,48,738
world,-37,61,682
world,-115,63,732
world,-118,62,722
world,-84,62,701
world,-77,62,766
world,-58,62,712
world,-123,64,741
world,-115,60,735
world,-41,62,691
world,-87,61,691
world_nether,-19,66,-192
world,-20,62,681
world,7,62,899
world,-68,60,683
world,-82,66,666
world,-73,62,702
world,-66,62,767
world,-55,62,616
world,-48,62,746
world,-101,61,746
world,-110,75,671
world_nether,-15,66,118
world,-32,62,757
world,-107,62,723
world,-100,62,788
world,-33,87,-324
world,-75,62,734
world,-56,62,648
world,-28,62,654
world,-110,63,813
world,-90,63,662
world,-86,62,717
world,-41,62,675
world,-58,62,696
world,-55,58,722
world,-42,62,707
world,-92,63,694
world,-20,62,665
world,-14,62,676
world,-30,63,663
world,5,62,894
world,-59,62,728
world,-88,62,749
world,-79,63,663
world,-48,62,730
world,-66,62,751
world,-73,62,686
world,-124,101,748
world,-106,63,749
world,-113,63,684
world,-24,62,752
world,-75,62,718
world_nether,-41,80,-52
world,-70,67,660
world,-50,57,681
world,-109,62,739
world,-57,62,664
world,-107,65,671
world,-40,62,643
world,-76,58,679
world,-78,61,708
world,-32,62,926
world,-63,62,687
world,-65,64,674
world,-27,62,775
world,-31,62,677
world,-96,62,708
world,-132,62,729
world,-64,62,719
world,-98,62,740
world,-47,62,698
world,-68,60,667
world,-23,62,688
world_nether,-38,80,-46
world,-37,62,732
world,-74,65,674
world,-89,63,654
world,-62,66,652
world,-298,64,786
world,-53,59,724
world,-94,66,673
world,-85,62,709
world,-45,62,634
world,-13,62,733
world,-94,62,676
world,-82,67,683
world,-89,66,770
world,-111,62,714
world,-16,62,706
world,-74,60,706
world,-50,62,737
world_nether,-16,69,97
world,-34,62,748
world,-58,62,639
world_nether,-38,79,-65
world,-51,62,769
world,-79,62,725
world,-77,59,696
world,-74,67,667
world,-126,49,739
world,-116,61,736
world,-59,62,671
world,-111,65,678
world,-37,60,728
world,-81,62,757
world,-18,63,715
world,-82,61,715
world,-66,62,694
world,-284,63,788
world,-28,62,782
world,-48,62,673
world,-24,66,692
world,-69,61,684
world,-32,62,684
world,-43,60,751
world,-68,62,726
world,-102,62,747
world,-49,62,705
world,-75,62,661
world,-69,58,687
world,-71,61,716
world,179,66,-511
world,-33,62,716
world,-57,62,607
world_nether,-39,80,-57
world,-282,60,787
world,-84,60,697
world,-84,67,658
world,-283,63,786
world,-123,62,737
world_nether,-15,67,119
world,-54,56,702
world,-89,62,716
world,-47,62,641
world,-40,62,771
world,-92,69,667
world,-26,73,-319
world,-86,67,690
world,-91,62,748
world,-82,63,662
world,-116,63,683
world,-69,62,750
world,-54,62,696
world,-78,62,717
world,-37,62,675
world,-112,62,738
world,-84,63,694
world,-18,62,665
world,-80,62,749
world,-13,62,676
world,-38,62,707
world,-28,63,663
world,-55,62,728
world,-19,62,713
world,-89,62,700
world,-82,62,765
world,-106,74,670
world,-57,62,776
world,-86,67,674
world,-92,61,690
world,-40,62,755
world,-66,65,827
world,-64,62,646
world,-48,62,657
world,-66,62,678
world,-57,63,657
world,-121,66,686
world,-54,62,680
world,-119,48,738
world,-78,62,701
world,-38,62,691
world,-55,62,712
world,-117,64,741
world,-80,62,733
world,-56,62,744
world,-39,62,723
world,-52,62,616
world,-45,62,746
world,-74,62,637
world,-76,66,666
world,-67,62,702
world,-22,62,736
world,-104,75,671
world,-69,62,734
world,-53,62,648
world,-37,62,659
world,-29,62,661
world_nether,-39,80,-58
world,-53,57,720
world,-46,63,659
world,-92,66,753
world,-43,62,682
world,-60,62,703
world,-21,62,672
world,-73,68,676
world,-105,63,668
world,-61,62,735
world_nether,-38,79,-67
world,-38,62,723
world,-62,62,614
world,-55,62,744
world,-43,61,648
world,-93,63,677
world_nether,19,70,100
world,-27,62,734
world,-87,62,700
world,-80,62,765
world,-129,57,732
world,-63,62,646
world,-56,62,776
world,-84,67,674
world,-91,66,761
world,-39,62,755
world,-88,63,774
world,-31,62,636
world,-19,62,745
world,-36,62,659
world,-76,62,701
world,-56,63,657
world,-65,65,666
world,-53,62,680
world,-83,62,636
world,-18,62,681
world,-54,62,712
world,-78,62,733
world,-75,58,815
world,-60,62,735
world,-44,62,746
world,-74,66,666
world,-65,62,702
world,-72,62,637
world,-21,62,704
world,-103,63,668
world,-67,62,734
world,-30,62,757
world,-117,51,735
world,-52,62,648
world,-111,64,677
world,-58,62,671
world,-114,61,736
world,-24,65,691
world,-92,63,669
world,-90,66,753
world,-88,62,724
world,-45,63,659
world,-42,62,682
world,-59,62,703
world,-122,62,745
world,-65,62,686
world,-137,53,733
world,-44,62,730
world,-30,62,741
world,-116,101,748
world,-71,63,663
world,-98,63,749
world,-101,62,739
world,-67,62,718
world,-63,67,660
world,-53,62,664
world,-22,62,752
world,-107,63,716
world,-59,62,687
world,-25,62,775
world,-119,63,739
world,-122,62,729
world,-88,62,708
world,-81,62,773
world,-83,67,650
world,-60,62,719
world,-29,62,677
world,-43,62,698
world,-21,62,688
world,-92,66,769
world,-101,72,733
world,-85,67,682
world,-115,63,675
world,-106,73,669
world,-81,63,654
world,-77,62,709
world,-74,73,680
world,-33,62,732
world,-111,62,730
world,-106,67,672
world,-79,62,741
world,-74,67,683
world,-58,62,655
world,-47,62,657
world,-64,62,678
world,-121,65,685
world,-115,101,740
world,-48,62,689
world,-10,63,712
world_nether,-33,51,96
world,-73,62,645
world,-66,62,710
world,-100,62,731
world,-25,63,656
world,-49,62,721
world_nether,-13,55,120
world,-68,62,742
world,-58,62,776
world,-88,67,674
world,-93,62,732
world,-66,62,646
world,-32,62,636
world,-49,62,657
world,-20,62,745
world,-68,62,678
world,-119,101,740
world,-50,62,689
world,-77,62,645
world,-39,84,-318
world,-33,62,668
world,-39,62,691
world,-56,62,712
world,-19,62,681
world,-82,62,733
world,-77,67,675
world,-57,62,744
world,-91,62,700
world,-40,62,723
world,-28,62,734
world,-84,62,765
world,-59,60,692
world,-108,74,670
world,-106,75,671
world,-103,62,723
world,-71,62,734
world,-11,62,726
world,-31,62,757
world,-54,62,648
world,-38,62,659
world,-69,65,666
world,-114,62,722
world,-58,63,657
world,-55,62,680
world,-80,62,701
world,-65,62,638
world,-61,62,703
world,-10,64,714
world,-45,62,714
world,-107,63,668
world,-62,62,735
world,-14,61,706
world,-46,62,746
world,-97,61,746
world,-69,62,702
world,-76,62,637
world,-78,66,666
world,-63,62,767
world,-121,54,732
world,-105,62,739
world,-71,62,718
world,-78,62,653
world,-66,67,660
world,-55,62,664
world,-23,62,752
world,-86,63,662
world,-120,63,683
world,-73,62,750
world_nether,-5,52,149
world,-39,62,675
world,-56,62,696
world,-62,62,719
world,-30,62,677
world,-45,62,698
world,-22,62,688
world,-75,63,663
world,-15,62,699
world,-46,62,730
world,-76,62,621
world,-69,62,686
world,-63,62,751
world,-120,101,748
world,-102,63,749
world_nether,-38,79,9
world,-83,62,741
world_nether,-46,82,-51
world,-61,62,687
world,-26,62,775
world,-123,63,739
world,-85,62,773
world,-87,67,650
world,-70,62,710
world,-65,67,652
world,-51,62,721
world,-72,62,742
world,-26,63,656
world,-119,63,675
world,-84,64,696
world,-12,62,669
world,-281,61,787
world,-81,62,709
world,-74,62,774
world,-115,62,730
world,-110,67,672
world,-35,62,732
world,-118,101,748
world,-73,63,663
world,-100,63,749
world,-103,62,739
world,-15,62,731
world,-69,62,718
world,-64,67,660
world,-31,62,773
world,-54,62,664
world,-106,61,729
world,-109,63,716
world_nether,-17,69,97
world,-84,63,662
world,-118,63,683
world,-71,62,750
world,-124,62,729
world,-21,62,656
world,-89,63,750
world,-90,62,708
world,-83,62,773
world,-85,67,650
world,-61,62,719
world,-44,62,698
world_nether,-35,95,103
world,-70,64,673
world,-62,62,751
world,-45,62,730
world,-67,62,686
world,-79,62,709
world,-72,62,774
world,-113,62,730
world,-12,62,701
world,-82,64,696
world,-34,62,732
world_nether,-27,54,111
world,-25,62,743
world,-93,70,692
world,-108,67,672
world,-74,57,693
world,-59,62,655
world,-81,62,741
world,-60,62,687
world,-121,63,739
world,-117,101,740
world,-49,62,689
world,-32,62,668
world,-24,62,679
world,-68,62,710
world,-102,62,731
world,-50,62,721
world_nether,-16,68,108
world,-70,62,742
world,-117,63,675
world,-59,62,639
world,-52,62,769
world,-93,70,676
world,-35,62,748
world,-17,62,738
world,-81,62,725
world,-89,49,815
world,-30,66,690
world,-44,62,682
world,-54,57,720
world,-33,62,684
world,-74,63,671
world,-104,62,747
world,-16,62,674
world,-50,62,705
world_nether,-5,64,138
world,-70,62,726
world,-36,63,661
world,-34,62,716
world,-51,62,737
world,-29,63,695
world,-55,56,702
world,-86,67,658
world,-48,62,641
world,-41,62,771
world,-303,58,2965
world,-28,62,750
world,-111,72,676
world,-93,62,748
world,-88,67,690
world,-68,62,694
world,-32,62,652
world,-49,62,673
world,-96,61,738
world,-55,62,696
world,-80,62,717
world,-38,62,675
world,-27,62,686
world,-114,62,738
world,-86,63,694
world,-82,62,749
world,-39,62,707
world,-117,61,728
world,-56,62,728
world,-19,62,697
world,-109,75,670
world,-117,62,723
world,-124,48,739
world,-76,62,767
world,-37,62,757
world,-118,64,676
world,-52,62,712
world,-18,62,747
world,-94,62,701
world_nether,-32,67,98
world,-83,62,700
world,-45,62,659
world,-38,62,789
world,-100,61,747
world,-34,62,661
world,-50,62,648
world,-54,63,659
world,-64,60,996
world,-74,62,735
world,-10,62,726
world,-65,62,766
world,-77,61,725
world,-36,62,725
world,-106,62,722
world,-17,62,683
world,-51,62,680
world_nether,-3,64,159
world,-40,62,682
world_nether,-37,80,-59
world,-68,62,639
world,-110,63,669
world,-70,62,671
world,-20,62,704
world,-99,63,668
world_nether,-39,80,63
world_nether,-39,80,-63
world,-107,62,746
world,-57,62,705
world,-91,62,661
world,-43,63,661
world,-32,62,780
world,-110,61,736
world_nether,-38,79,-77
world,-116,98,747
world,-58,62,737
world,-121,61,737
world,-41,62,698
world,-14,62,701
world,-20,62,688
world,-97,62,741
world,-29,62,743
world,-81,67,682
world,-92,73,678
world,-42,62,730
world,-88,62,772
world,-72,62,687
world,-39,62,634
world,-107,62,730
world,-102,67,672
world,-57,62,689
world,-28,62,679
world,-58,62,721
world,-93,62,677
world,-79,67,650
world,-122,101,741
world,-117,50,735
world,-111,63,677
world,-63,62,710
world_nether,-21,58,112
world,-24,63,656
world,-73,62,711
world,-68,67,653
world,-100,62,797
world,-75,62,743
world,-64,62,742
world,-56,62,657
world,-24,62,777
world,-66,62,774
world,-51,60,735
world,-75,57,815
world,-61,62,646
world,-120,102,740
world,-54,62,776
world,-26,62,734
world,-114,60,734
world,-2,62,685
world,-18,65,711
world,-30,62,636
world,-125,63,730
world,-80,67,674
world,-39,104,-318
world,-46,62,691
world,-29,64,688
world,-47,62,723
world,-62,62,678
world,-71,62,679
world,-77,67,650
world,-19,62,656
world,-18,64,708
world,-40,62,698
world_nether,-15,68,108
world,-79,57,724
world,-84,62,740
world,-29,62,775
world,-95,62,741
world,-124,63,738
world,-14,62,733
world,-41,62,730
world,-78,62,644
world,-64,62,774
world,-31,62,732
world_nether,-3,64,151
world_nether,-37,80,-57
world,-75,62,775
world,-56,62,689
world,-100,67,672
world,-38,62,634
world,-12,63,710
world,-57,62,721
world,-46,62,723
world,-69,62,679
world,-120,101,741
world,-115,50,735
world,-83,65,696
world,-62,62,710
world,-69,66,674
world,-123,57,736
world,-23,62,745
world,-71,62,711
world,-66,67,653
world,-11,62,703
world,-55,62,657
world_nether,-35,96,102
world,-75,63,654
world,-73,62,743
world,-63,62,742
world,-37,62,789
world,-81,62,700
world,-44,62,659
world,-60,62,646
world,-53,62,776
world,-92,62,701
world,-112,60,734
world,-64,63,657
world,-109,74,671
world_nether,-27,64,111
world,-89,67,675
world,-83,62,732
world,-45,62,691
world,-61,62,678
world,-85,62,764
world,-22,62,681
world,-71,62,695
world_nether,-38,79,-75
world,-47,62,739
world,-63,62,726
world_nether,-37,80,-58
world_nether,-98,65,186
world,-31,62,716
world,-55,62,641
world,-15,62,674
world,-73,62,727
world,-120,52,736
world,-56,62,673
world,-83,62,716
world,-78,67,658
world,-45,62,675
world,-60,62,630
world_nether,-40,80,64
world,-51,56,702
world,-26,62,750
world,-66,63,673
world,-67,62,631
world,-46,62,707
world_nether,-39,80,-62
world,11,62,870
world,-32,63,663
world,-85,62,748
world,-62,62,694
world,-30,62,652
world,-87,63,663
world,-17,62,699
world,-51,62,696
world,-78,63,694
world,-332,64,788
world,-25,62,686
world,-106,62,738
world,-109,61,728
world,-52,62,728
world,-44,62,643
world,-117,62,739
world,-121,63,682
world,-86,62,772
world,-70,62,687
world,-34,62,677
world,-102,62,674
world,-121,101,749
world,-110,63,685
world,-331,64,786
world,-50,62,664
world,-72,62,719
world,-67,67,661
world,-76,63,662
world,-121,68,681
world,-35,62,709
world,-99,62,741
world,-106,72,668
world,-30,62,775
world,-43,62,730
world,-36,62,677
world_nether,-39,80,-60
world,-125,101,749
world,-114,63,685
world,-74,66,682
world,-65,62,718
world,-92,63,687
world,-121,64,684
world,-14,62,669
world,-59,62,721
world,-70,62,623
world,-20,62,656
world,-86,62,708
world,-81,67,650
world,-42,62,698
world,-132,53,731
world,-24,62,745
world,-70,67,653
world,-79,63,654
world,-77,62,743
world,-66,62,742
world,-57,62,657
world,-117,63,741
world,-68,62,774
world,-32,62,732
world,-90,63,655
world,-79,62,775
world,-109,62,730
world,-58,62,689
world,-104,67,672
world,-82,67,674
world,-47,62,691
world,-48,62,723
world,-23,62,681
world,-63,62,678
world,-31,62,668
world,-73,62,679
world,-124,101,741
world,-75,62,711
world,-113,63,677
world,-64,62,710
world,-32,62,716
world,-50,62,771
world,-77,62,727
world,-124,52,736
world,-109,62,714
world,-58,62,673
world,-110,61,672
world,-33,62,748
world,-92,63,671
world,-79,62,759
world,-24,65,693
world,-59,62,705
world,-16,62,738
world,-95,62,661
world,-45,63,661
world,-90,66,755
world_nether,20,71,99
world,-73,62,663
world,-124,55,735
world,-39,75,-318
world,-89,62,748
world,-48,62,707
world,-64,62,694
world,-13,66,520
world,-100,62,749
world,-31,62,652
world,-75,62,695
world,-49,62,739
world,-66,62,726
world,-57,62,641
world,-70,24,803
world,-46,62,643
world,-39,62,773
world,-121,62,739
world,-54,62,728
world_nether,-39,80,-61
world,-96,62,685
world,-82,67,658
world,-47,62,675
world,-13,62,708
world,-71,62,631
world,-53,56,702
world,-70,63,673
world,-27,62,750
world_nether,-38,79,-73
world,-83,80,695
world,-52,62,664
world,-76,62,719
world,-71,67,661
world,-120,53,738
world,-80,63,662
world,-67,62,750
world,-37,62,709
world,-53,62,696
world,-18,62,699
world,-82,63,694
world,-26,62,686
world,-110,62,738
world,-75,45,994
world,-64,62,726
world,-105,62,682
world,-31,62,684
world,-116,62,683
world,-56,62,641
world,-49,62,771
world,-75,62,727
world,-107,62,714
world,-57,62,673
world,-32,62,748
world,-208,65,787
world,-28,62,663
world,-77,62,759
world,-68,63,673
world,-47,62,707
world,-33,63,663
world_nether,-2,65,150
world,-122,55,735
world,-137,52,733
world,-87,62,748
world,-63,62,694
world,-56,62,824
world,-98,62,749
world,-27,62,782
world,-73,62,695
world,-48,62,739
world,-101,61,739
world,-80,63,694
world,-92,62,653
world,-340,64,788
world,-108,62,738
world,-53,62,728
world,-45,62,643
world,-119,62,739
world,-38,62,773
world_nether,-39,80,-59
world,-46,62,675
world,-80,67,658
world,-101,70,733
world,-69,62,631
world,-52,56,702
world,-35,62,677
world,-104,62,674
world,-123,101,749
world,-106,71,669
world,-112,63,685
world,-17,62,667
world,-51,62,664
world,-74,62,719
world,-118,53,738
world,-21,62,752
world,-69,67,661
world,-78,63,662
world,-65,62,750
world,-36,62,709
world,-89,63,663
world,-52,62,696
world,-38,62,757
world,-53,62,712
world,-120,64,676
world,-77,58,694
world,-54,62,744
world,-94,62,669
world,-85,62,700
world,-46,62,659
world,-39,62,789
world,-62,62,646
world,-55,62,776
world,-68,63,657
world,-37,59,726
world,-65,62,734
world,-55,63,659
world_nether,-38,79,-69
world,-51,62,648
world,-76,62,735
world,-24,64,690
world,-79,61,725
world,-37,62,725
world,-74,65,667
world,-108,62,722
world,-52,62,680
world,-119,62,723
world,-126,48,739
world,-78,62,767
world,-111,75,670
world,-70,62,639
world,-20,62,672
world,-72,62,671
world,-34,62,629
world,-29,65,691
world,-43,62,746
world,-112,63,669
world,-101,63,668
world,-102,61,747
world,-74,62,703
world,-21,62,736
world,-35,62,661
world,-75,61,661
world,-109,62,746
world,-58,62,705
world,-93,62,661
world,-44,63,661
world,-95,62,693
world,-59,62,737
world,-86,62,724
world,-41,62,682
world,-92,70,693
world,-36,62,634
world,-116,63,674
world,-55,62,721
world,-78,62,708
world,-73,67,650
world,-38,62,698
world,-18,62,656
world,-89,62,709
world,-131,54,734
world,-67,62,711
world,-63,67,653
world,-53,62,657
world,-71,63,654
world,-22,62,745
world,-61,62,742
world,-69,62,743
world,-71,62,775
world,-62,62,774
world,-101,62,730
world,-54,62,689
world,-96,67,672
world,-79,62,732
world,-43,62,691
world,-74,67,674
world,-59,62,678
world,-21,62,681
world,-73,68,685
world,-44,62,723
world,-65,62,679
world,-92,66,760
world,-116,101,741
world,-60,62,710
world,-65,66,674
world,-34,62,757
world,-49,62,712
world,-112,64,676
world,-42,62,659
world,-35,62,789
world,-77,62,700
world,-88,62,701
world,-62,63,657
world,-81,62,748
world,-44,62,707
world,-153,63,708
world,-63,68,668
world,-31,63,663
world,-21,62,665
world,-59,62,662
world,-73,68,669
world,-93,64,702
world_nether,-37,80,-66
world,-92,62,749
world,-87,67,691
world,-29,62,652
world,-121,63,746
world,-45,62,739
world,-124,62,736
world,-67,62,695
world,-60,62,694
world,-61,62,726
world,-50,62,728
world,29,65,803
world,-24,62,686
world,-113,62,739
world,-117,63,682
world,-42,62,643
world,-116,61,729
world,-79,62,716
world,-74,67,658
world,-43,62,675
world,-39,95,-318
world,-25,62,750
world,-12,62,708
world,-41,51,689
world,-68,62,719
world,-33,62,709
world,-72,63,662
world,-48,62,664
world,-108,63,717
world,-71,64,704
world,-83,63,663
world,-16,62,699
world,-49,62,696
world,-70,62,751
world,-102,62,738
world,-74,63,694
world,-86,62,653
world,-110,63,749
world,-64,62,655
world,-80,62,740
world,-92,64,694
world,-39,62,730
world,-66,62,687
world,-28,62,775
world,-82,62,772
world,-32,62,677
world,-93,66,768
world,-98,62,674
world,-117,101,749
world,-136,53,736
world,-118,62,672
world,-79,62,748
world,-75,55,994
world,-43,62,707
world_nether,-31,67,98
world_nether,-39,80,-70
world,-58,62,662
world,-25,62,782
world,-119,63,746
world_nether,-37,80,-63
world,-85,67,691
world,-90,62,749
world,-44,62,739
world,-122,62,736
world,-65,62,695
world,-59,62,694
world,-100,62,738
world,-136,59,730
world,-108,63,749
world,-16,62,731
world,-49,62,728
world,-111,62,739
world,-115,63,682
world,-41,62,643
world,-77,62,716
world,-42,62,675
world,-72,67,658
world,-96,62,674
world,-60,61,676
world,-91,66,768
world,-115,101,749
world,-66,62,719
world,-106,63,717
world,-81,63,663
world,-48,62,696
world,-70,63,662
world,-68,62,751
world,-23,62,654
world,-13,62,701
world,-37,62,698
world,-87,62,709
world,-63,62,655
world,-18,62,688
world,-27,62,743
world,-78,62,740
world,-38,62,730
world,-64,62,687
world,-80,62,772
world,-47,62,648
world,-66,62,703
world,-19,62,736
world,-51,63,659
world,-68,62,735
world,-121,65,676
world,-296,62,787
world,-48,62,680
world,-73,62,636
world,-92,69,674
world,-103,75,670
world,-33,62,725
world,-18,62,672
world,-89,62,725
world,-78,62,724
world,-63,62,639
world,-46,62,616
world,-93,63,668
world,-86,73,694
world,-91,66,752
world,-123,62,744
world,-125,55,732
world,-101,62,746
world,-54,62,705
world,-36,62,650
world,-33,89,-324
world,-76,59,697
world,-40,63,661
world,-115,61,737
world,-55,62,737
world_nether,-37,80,-64
world,-27,62,727
world,-37,62,682
world,-60,62,726
world,-29,62,684
world_nether,-43,73,-52
world,-67,62,727
world,-91,69,666
world,-52,62,641
world,-72,62,628
world,-61,62,758
world,-110,62,715
world,-30,62,748
world,-82,63,671
world,-53,62,673
world,-86,61,738
world,-61,62,694
world,-26,62,782
world,-69,62,695
world,-121,67,678
world,-76,59,816
world,-46,62,739
world,-97,61,739
world,-92,71,676
world,-62,62,726
world,-30,62,684
world,-71,62,727
world,-119,63,682
world,-43,62,643
world,-12,62,676
